1;5
2;3
3;7
4;10
5;4
6;7
7;13
8;6
9;3
10;7
11;6
12;4
13;6
14;5
15;7
16;7
17;7
18;4
19;6
20;4
21;1
22;1
23;7
24;5
25;2
26;3
27;5
28;5
29;5
30;2
31;6
32;7
33;2
34;5
35;5
36;7
37;5
38;4
39;6
40;4
41;2
42;7
43;5
44;5
45;3
46;6
47;5
48;4
49;3
50;2
51;5
52;3
53;3
54;11
55;5
56;5
57;5
58;2
59;5
60;7
61;4
62;5
63;3
64;3
65;6
66;1
67;3
68;4
69;1
70;6
71;4
72;6
73;4
74;5
75;6
76;5
77;6
78;2
79;3
80;2
81;0
82;3
83;3
84;2
85;8
86;6
87;2
88;6
89;7
90;2
91;3
92;6
93;6
94;9
95;4
96;2
97;6
98;4
99;6
100;4
101;7
102;5
103;7
104;5
105;9
106;7
107;5
108;3
109;5
110;4
111;6
112;5
113;6
114;1
115;7
116;2
117;3
118;5
119;3
120;4
121;1
122;1
123;2
124;7
125;5
126;4
127;1
128;5
129;4
130;7
131;8
132;2
133;3
134;5
135;6
136;6
137;9
138;8
139;4
140;9
141;5
142;4
143;4
144;7
145;4
146;5
147;4
148;5
149;4
150;4
151;6
152;8
153;3
154;5
155;3
156;8
157;4
158;3
159;7
160;7
161;7
162;1
163;3
164;8
165;3
166;6
167;2
168;4
169;5
170;4
171;8
172;8
173;1
174;5
175;5
176;6
177;4
178;4
179;3
180;4
181;7
182;1
183;1
184;4
185;3
186;5
187;1
188;6
189;3
190;1
191;7
192;5
193;1
194;4
195;7
196;4
197;7
198;6
199;2
200;6
201;2
202;3
203;3
204;6
205;6
206;5
207;4
208;4
209;5
210;7
211;2
212;8
213;3
214;5
215;3
216;5
217;1
218;3
219;2
220;4
221;4
222;1
223;3
224;3
225;5
226;5
227;3
228;3
229;2
230;2
231;6
232;3
233;4
234;6
235;6
236;6
237;10
238;7
239;3
240;3
241;8
242;1
243;3
244;1
245;2
246;2
247;3
248;2
249;3
250;8
251;5
252;4
253;4
254;3
255;3
256;6
257;3
258;2
259;1
260;7
261;5
262;5
263;9
264;2
265;3
266;7
267;5
268;5
269;4
270;5
271;4
272;2
273;7
274;4
275;6
276;4
277;3
278;2
279;1
280;5
281;4
282;6
283;3
284;6
285;5
286;3
287;5
288;5
289;4
290;4
291;4
292;8
293;5
294;4
295;5
296;3
297;10
298;6
299;2
300;5
301;8
302;7
303;6
304;5
305;2
306;5
307;6
308;4
309;5
310;7
311;6
312;7
313;4
314;4
315;1
316;5
317;4
318;5
319;3
320;4
321;6
322;3
323;4
324;6
325;2
326;5
327;4
328;2
329;1
330;3
331;2
332;6
333;2
334;5
335;4
336;5
337;2
338;4
339;5
340;4
341;8
342;6
343;4
344;8
345;8
346;6
347;8
348;3
