0;1
1;1
2;0
3;0
4;1
5;0
6;0
7;0
8;1
9;2
10;0
11;1
12;0
13;2
14;1
15;0
16;3
17;1
18;2
19;1
20;0
21;2
22;1
23;0
24;1
25;0
26;0
27;0
28;1
29;0
30;2
31;2
32;1
33;0
34;0
35;4
36;3
37;2
38;0
39;2
40;0
41;1
42;3
43;0
44;0
45;2
46;2
47;0
48;0
49;0
50;0
51;0
52;0
53;3
54;0
55;0
56;0
57;1
58;0
59;1
60;1
61;0
62;1
63;1
64;2
65;1
66;0
67;2
68;0
69;2
70;1
71;2
72;1
73;0
74;1
75;1
76;1
77;2
78;2
79;0
80;2
81;0
82;2
83;2
84;1
85;0
86;1
87;1
88;1
89;1
90;0
91;0
92;1
93;2
94;1
95;1
96;1
97;0
98;2
99;0
100;0
101;1
102;2
103;4
104;0
105;0
106;1
107;0
108;2
109;0
110;1
111;2
112;2
113;1
114;1
115;1
116;2
117;0
118;1
119;2
120;2
121;1
122;1
123;1
124;2
125;1
126;2
127;1
128;0
129;1
130;0
131;2
132;2
133;1
134;3
135;0
136;0
137;1
138;3
139;0
140;2
141;0
142;0
143;2
144;0
145;1
146;1
147;3
148;2
149;0
150;0
151;1
152;2
153;0
154;1
155;0
156;1
157;3
158;0
159;0
160;2
161;1
162;2
163;0
164;0
165;0
166;1
167;2
168;2
169;2
170;1
171;1
172;0
173;1
174;3
175;2
176;0
177;0
178;0
179;0
180;0
181;0
182;2
183;1
184;1
185;1
186;1
187;1
188;0
189;3
190;0
191;1
192;2
193;0
194;0
195;2
196;1
197;0
198;0
199;0
200;2
201;2
202;0
203;2
204;1
205;0
206;0
207;1
208;2
209;2
210;0
211;2
212;1
213;0
214;1
215;1
216;2
217;2
218;0
219;0
220;0
221;1
222;2
223;0
224;0
225;0
226;2
227;1
228;2
229;2
230;1
231;0
232;1
233;0
234;0
235;1
236;0
237;0
238;0
239;2
240;1
241;1
242;0
243;2
244;1
245;0
246;1
247;1
248;1
249;0
250;1
251;1
252;0
253;0
254;0
255;1
256;0
257;1
258;0
259;0
260;1
261;1
262;0
263;0
264;0
265;0
266;1
267;2
268;1
269;2
270;0
271;1
272;0
273;0
274;0
275;2
276;0
277;0
278;1
279;2
280;1
281;1
282;3
283;2
284;2
285;0
286;0
287;2
288;0
289;0
290;0
291;0
292;2
293;0
294;1
295;0
296;0
297;0
298;2
299;1
300;1
301;1
302;0
303;0
304;0
305;0
306;0
307;1
308;0
309;2
310;0
311;1
312;0
313;2
314;0
315;1
316;1
317;0
318;0
319;1
320;0
321;1
322;0
323;2
324;1
325;1
326;1
327;1
328;2
329;0
330;0
331;2
332;3
333;0
334;1
335;0
336;0
337;0
338;1
339;2
340;1
341;1
342;2
343;2
344;0
345;2
346;0
347;0
348;2
349;0
350;0
351;0
352;2
353;0
354;0
355;1
356;1
357;0
358;1
359;0
360;3
361;2
362;1
363;0
364;2
365;2
366;1
367;0
368;1
369;0
370;0
371;1
372;2
373;0
374;0
375;0
376;1
377;2
378;2
379;0
380;0
381;2
382;1
383;0
384;1
385;2
386;0
387;0
388;0
389;0
390;0
391;1
392;1
393;0
394;0
395;0
396;1
397;0
398;2
399;0
400;0
401;0
402;0
403;1
404;0
405;1
406;1
407;3
408;1
409;0
410;0
411;0
412;1
413;1
414;0
415;1
416;1
417;2
418;1
419;2
420;0
421;1
422;1
423;0
424;0
425;0
426;2
427;1
428;0
429;1
430;1
431;0
432;0
433;1
434;0
435;2
436;2
437;0
438;1
439;0
440;1
441;0
442;0
443;0
444;0
445;0
446;1
447;1
448;1
449;1
450;1
451;2
452;0
453;1
454;0
455;1
456;1
457;0
458;0
459;3
460;1
461;2
462;0
463;1
464;1
465;0
466;1
467;0
468;2
469;1
470;1
471;0
472;1
473;4
474;0
475;1
476;1
477;1
478;1
479;1
480;0
481;1
482;0
483;0
484;1
485;1
486;0
487;0
488;2
489;1
490;0
491;0
492;1
493;1
494;2
495;0
496;1
497;0
498;1
499;1
500;3
501;2
502;0
503;0
504;2
505;0
506;1
507;0
508;0
509;0
510;1
511;1
512;1
513;0
514;2
515;1
516;0
517;0
518;1
519;1
520;0
521;2
522;0
523;0
524;0
525;0
526;0
527;0
528;0
529;2
530;1
531;1
532;0
533;0
534;0
535;0
536;2
537;1
538;3
539;2
540;1
541;1
542;1
543;0
544;0
545;2
546;1
547;0
548;0
549;0
550;2
551;2
552;0
553;0
554;0
555;0
556;0
557;0
558;0
559;0
560;1
561;0
562;1
563;0
564;0
565;0
566;0
567;1
568;1
569;1
570;1
571;1
572;1
573;2
574;0
575;2
576;3
577;0
578;0
579;0
580;1
581;1
582;1
583;1
584;1
585;1
586;0
587;1
588;0
589;2
590;0
591;0
592;0
593;0
594;1
595;1
596;0
597;2
598;0
599;0
600;0
601;3
602;1
603;2
604;2
605;0
606;2
607;0
608;0
609;0
610;0
611;0
612;1
613;1
614;0
615;1
616;0
617;1
618;3
619;0
620;0
621;1
622;0
623;2
624;0
625;0
626;2
627;0
628;0
629;2
630;1
631;0
632;3
633;1
634;0
635;2
636;1
637;0
638;1
639;1
640;1
641;0
642;0
643;2
644;0
645;1
646;2
647;1
648;0
649;0
650;0
651;2
652;0
653;1
654;0
655;0
656;2
657;0
658;0
659;0
660;0
661;3
662;0
663;0
664;0
665;1
666;2
667;0
668;1
669;0
670;0
671;0
672;0
673;0
674;2
675;0
676;0
677;0
678;0
679;0
680;2
681;1
682;0
683;0
684;0
685;1
686;0
687;0
688;1
689;3
690;0
691;0
692;1
693;0
694;0
695;0
696;1
697;1
698;2
699;0
700;0
701;0
702;0
703;1
704;1
705;0
706;0
707;0
708;3
709;3
710;1
711;1
712;1
713;0
714;0
715;0
716;0
717;0
718;1
719;0
720;3
721;0
722;1
723;0
724;1
725;1
726;2
727;0
728;0
729;0
730;2
731;1
732;0
733;0
734;0
735;0
736;0
737;2
738;1
739;2
740;1
741;0
742;0
743;3
744;0
745;0
746;3
747;0
748;1
749;0
750;1
751;0
752;2
753;0
754;1
755;0
756;1
757;2
758;2
759;1
760;0
761;1
762;1
763;2
764;1
765;0
766;2
767;1
768;1
769;0
770;1
771;0
772;3
773;1
774;2
775;0
776;0
777;1
778;1
779;1
780;2
781;1
782;0
783;0
784;0
785;1
786;1
787;0
788;2
789;1
790;0
791;1
792;0
793;3
794;0
795;2
796;0
797;0
798;2
799;1
800;0
801;2
802;0
803;0
804;2
805;0
806;1
807;1
808;1
809;0
810;2
811;0
812;0
813;0
