0;0
1;0
2;0
3;0
4;0
5;2
6;0
7;0
8;1
9;1
10;1
11;0
12;1
13;1
14;0
15;1
16;0
17;2
18;0
19;1
20;0
21;0
22;0
23;1
24;0
25;1
26;2
27;0
28;0
29;0
30;0
31;0
32;0
33;1
34;2
35;2
36;0
37;1
38;1
39;0
40;0
41;0
42;0
43;0
44;0
45;0
46;1
47;0
48;2
49;1
50;1
51;1
52;0
53;0
54;2
55;2
56;1
57;0
58;0
59;0
60;0
61;2
62;0
63;0
64;0
65;1
66;0
67;2
68;1
69;1
70;1
71;0
72;0
73;2
74;2
75;0
76;0
77;2
78;0
79;1
80;1
81;0
82;0
83;0
84;0
85;0
86;0
87;1
88;1
89;1
90;0
91;1
92;3
93;1
94;1
95;0
96;0
97;1
98;0
99;1
100;0
101;0
102;0
103;1
104;0
105;2
106;0
107;0
108;0
109;1
110;1
111;2
112;0
113;1
114;0
115;0
116;0
117;0
118;1
119;0
120;0
121;0
122;0
123;0
124;1
125;2
126;0
127;2
128;1
129;0
130;1
131;0
132;1
133;1
134;1
135;2
136;1
137;2
138;2
139;0
140;0
141;2
142;0
143;0
144;0
145;0
146;1
147;1
148;2
149;1
150;0
151;2
152;0
153;1
154;0
155;0
156;0
157;2
158;1
159;1
160;2
161;0
162;1
163;0
164;0
165;1
166;2
167;0
168;2
169;1
170;1
171;0
172;0
173;0
174;0
175;2
176;2
177;1
178;0
179;0
180;0
181;0
182;3
183;0
184;1
185;0
186;0
187;0
188;0
189;0
190;1
191;1
192;0
193;0
194;0
195;1
196;1
197;1
198;0
199;1
200;0
201;0
202;1
203;2
204;1
205;0
206;0
207;0
208;1
209;0
210;1
211;1
212;0
213;1
214;2
215;1
216;0
217;0
218;0
219;0
220;1
221;1
222;0
223;0
224;0
225;0
226;1
227;0
228;0
229;0
230;0
231;1
232;1
233;0
234;0
235;0
236;3
237;2
238;0
239;0
240;1
241;1
242;0
243;0
244;0
245;2
246;0
247;1
248;0
249;1
250;0
251;1
252;1
253;0
254;1
255;0
256;0
257;0
258;0
259;1
260;0
261;0
262;1
263;0
264;0
265;0
266;0
267;0
268;1
269;0
270;1
271;1
272;2
273;1
274;0
275;0
276;0
277;0
278;0
279;2
280;0
281;0
282;0
283;0
284;1
285;1
286;0
287;1
288;0
289;0
290;1
291;0
292;3
293;0
294;0
295;1
296;0
297;1
298;1
299;0
300;0
301;0
302;2
303;2
304;1
305;0
306;2
307;0
308;0
309;0
310;0
311;1
312;0
313;1
314;0
315;0
316;0
317;1
318;0
319;1
320;0
321;0
322;0
323;0
324;0
325;0
326;2
327;0
328;0
329;1
330;0
331;0
332;1
333;0
334;1
335;0
336;2
337;2
338;1
339;0
340;0
341;0
342;1
343;0
344;1
345;0
346;0
347;1
348;1
349;1
350;0
351;2
352;0
353;0
354;0
355;0
356;0
357;0
358;1
359;0
360;3
361;1
362;1
363;1
364;0
365;2
366;0
367;0
368;1
369;2
370;1
371;0
372;0
373;2
374;1
375;0
376;0
377;0
378;0
379;0
380;1
381;0
382;0
383;3
384;1
385;0
386;0
387;1
388;1
389;1
390;0
391;0
392;1
393;0
394;1
395;1
396;0
397;0
398;0
399;2
400;0
401;1
402;1
403;1
404;0
405;0
406;1
407;1
408;2
409;0
410;0
411;0
412;0
413;2
414;1
415;0
416;1
417;1
418;1
419;0
420;0
421;0
422;0
423;2
424;0
425;0
426;0
427;1
428;2
429;1
430;0
431;1
432;0
433;1
434;0
435;0
436;0
437;0
438;1
439;1
440;0
441;1
442;0
443;1
444;0
445;2
446;3
447;0
448;1
449;1
450;1
451;1
452;0
453;1
454;0
455;1
456;2
457;0
458;1
459;0
460;0
461;0
462;3
463;0
464;1
465;0
466;0
467;0
468;0
469;0
470;0
471;2
472;0
473;1
474;3
475;0
476;1
477;1
478;1
479;0
480;0
481;0
482;1
483;0
484;1
485;0
486;0
487;2
488;0
489;0
490;1
491;2
492;3
493;0
494;0
495;0
496;1
497;2
498;1
499;0
500;1
501;1
502;3
503;1
504;1
505;1
506;0
507;0
508;0
509;0
510;1
511;1
512;2
513;0
514;0
515;1
516;2
517;0
518;0
519;0
520;1
521;2
522;0
523;2
524;1
525;0
526;0
527;1
528;1
529;0
530;1
531;1
532;0
533;1
